api-1  | {"correlation_id": "019d5c2e-9cd5-7b0f-9de1-4de557a214ff", "event_id": "UUID('019d5c2e-9ce5-76e8-867f-a449e1bf5067')", "total_latency_ms": 153.8, "db_insert_ms": 96.9, "redis_enqueue_ms": 152.8, "idempotency_set_ms": 153.8, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:47:32.088128Z"}
api-3  | {"correlation_id": "019d5c2f-a6cd-764e-8a2d-b71bbe3af608", "event_id": "UUID('019d5c2f-a6d6-77b6-a552-e96b3eab5b1f')", "total_latency_ms": 74.74, "db_insert_ms": 53.8, "redis_enqueue_ms": 74.2, "idempotency_set_ms": 74.7, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:40.089805Z"}
api-3  | {"correlation_id": "019d5c2f-a6dc-75d3-a5f8-794005eb52cf", "event_id": "UUID('019d5c2f-a6e2-79a9-8a95-9d9a2226ff73')", "total_latency_ms": 76.29, "db_insert_ms": 65.1, "redis_enqueue_ms": 71.6, "idempotency_set_ms": 76.3, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:40.105420Z"}
api-3  | {"correlation_id": "019d5c2f-a6eb-7c34-ae8e-c3ac4cdee82a", "event_id": "UUID('019d5c2f-a705-77ff-9b1c-17df7fd54255')", "total_latency_ms": 59.93, "redis_enqueue_ms": 52.3, "idempotency_set_ms": 59.9, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:40.117651Z"}
api-3  | {"correlation_id": "019d5c2f-a6ec-71d6-8b75-b17f2c63fbe3", "event_id": "UUID('019d5c2f-a70b-7972-a527-74153023c2fd')", "total_latency_ms": 65.78, "redis_enqueue_ms": 53.4, "idempotency_set_ms": 65.8, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:40.127227Z"}
api-3  | {"correlation_id": "019d5c2f-a6ed-7c89-80b8-bd76da2b5796", "event_id": "UUID('019d5c2f-a70e-71a3-917d-e4f23ae56298')", "total_latency_ms": 70.62, "redis_enqueue_ms": 63.1, "idempotency_set_ms": 70.6, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:40.137522Z"}
api-3  | {"correlation_id": "019d5c2f-a877-7d49-806e-60aaafde7d19", "event_id": "UUID('019d5c2f-a88e-7c65-bfae-c7727fb26011')", "total_latency_ms": 56.23, "redis_enqueue_ms": 50.4, "idempotency_set_ms": 56.1, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:40.508853Z"}
api-3  | {"correlation_id": "019d5c2f-a87a-79be-8480-775b11d0bb3d", "event_id": "UUID('019d5c2f-a898-7da9-915c-acaa96111919')", "total_latency_ms": 58.82, "db_insert_ms": 53.2, "redis_enqueue_ms": 57.0, "idempotency_set_ms": 58.8, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:40.515754Z"}
api-3  | {"correlation_id": "019d5c2f-a872-7ddd-aa97-057d3067c03e", "event_id": "UUID('019d5c2f-a88d-7443-84ed-feacf298f717')", "total_latency_ms": 66.53, "db_insert_ms": 58.9, "redis_enqueue_ms": 62.5, "idempotency_set_ms": 66.5, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:40.518394Z"}
api-1  | {"correlation_id": "019d5c2f-9023-7c2d-a527-d6790006abbb", "event_id": "UUID('019d5c2f-902d-7b65-8662-bdd138d16293')", "total_latency_ms": 107.02, "db_insert_ms": 100.9, "redis_enqueue_ms": 105.8, "idempotency_set_ms": 107.0, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:34.327959Z"}
api-1  | {"correlation_id": "019d5c2f-9022-7582-bb20-fd2ea404854b", "event_id": "UUID('019d5c2f-902e-77a8-9d40-8959a8ee0ff1')", "total_latency_ms": 119.91, "db_insert_ms": 116.0, "redis_enqueue_ms": 117.9, "idempotency_set_ms": 119.9, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:34.336630Z"}
api-1  | {"correlation_id": "019d5c2f-907c-73d6-939f-66b49b28283b", "event_id": "UUID('019d5c2f-908d-700f-8069-79f746151f3d')", "total_latency_ms": 53.99, "idempotency_set_ms": 54.0, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:34.362396Z"}
api-3  | {"correlation_id": "019d5c2f-ab9f-7791-8ff3-82189eb04b3f", "event_id": "UUID('019d5c2f-abb4-7691-8bb3-26cf42c59754')", "total_latency_ms": 59.25, "redis_enqueue_ms": 51.6, "idempotency_set_ms": 59.2, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:41.316345Z"}
api-3  | {"correlation_id": "019d5c2f-abba-7163-a938-bb05d5682151", "event_id": "UUID('019d5c2f-abcf-7595-8682-31f7f6a46df4')", "total_latency_ms": 50.56, "idempotency_set_ms": 50.6, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:41.334651Z"}
api-4  | {"correlation_id": "019d5c2f-7dd2-7191-9754-71110c6c7d09", "event_id": "UUID('019d5c2f-7df1-79b1-99a4-65e0a66152e7')", "total_latency_ms": 52.6, "idempotency_set_ms": 52.6, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:29.588062Z"}
api-1  | {"correlation_id": "019d5c2f-90ef-715f-8e4c-5f637c5fc976", "event_id": "UUID('019d5c2f-90f6-76db-849c-3cfc66851950')", "total_latency_ms": 69.15, "db_insert_ms": 60.8, "redis_enqueue_ms": 65.0, "idempotency_set_ms": 69.1, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:34.489632Z"}
api-3  | {"correlation_id": "019d5c2f-ad34-7059-b05b-e709d811b53e", "event_id": "UUID('019d5c2f-ad39-7a66-86c7-36a0ce212ffa')", "total_latency_ms": 50.8, "idempotency_set_ms": 50.8, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:41.704948Z"}
api-1  | {"correlation_id": "019d5c2f-90fa-7175-a2b3-be6db77d7cce", "event_id": "UUID('019d5c2f-9108-740b-8d5d-76d0f336fcf5')", "total_latency_ms": 74.71, "db_insert_ms": 65.2, "redis_enqueue_ms": 73.3, "idempotency_set_ms": 74.7, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:34.508485Z"}
api-1  | {"correlation_id": "019d5c2f-910b-79da-8f19-5d8a4c348742", "event_id": "UUID('019d5c2f-9120-765e-b161-65df3142a35b')", "total_latency_ms": 59.77, "db_insert_ms": 56.1, "redis_enqueue_ms": 57.1, "idempotency_set_ms": 59.8, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:34.510234Z"}
api-1  | {"correlation_id": "019d5c2f-910d-7936-b02f-8f8b89568d37", "event_id": "UUID('019d5c2f-9121-742e-ae6e-e9c0774d13a5')", "total_latency_ms": 58.51, "db_insert_ms": 53.8, "redis_enqueue_ms": 55.1, "idempotency_set_ms": 58.5, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:34.510787Z"}
api-1  | {"correlation_id": "019d5c2f-90cd-7202-8be5-43032bb6c078", "event_id": "UUID('019d5c2f-90d3-7f68-9937-4926a8b50943')", "total_latency_ms": 153.65, "db_insert_ms": 91.4, "redis_enqueue_ms": 119.4, "idempotency_set_ms": 153.6, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:34.537426Z"}
api-1  | {"correlation_id": "019d5c2f-911b-7c2d-ab59-450bec31f10b", "event_id": "UUID('019d5c2f-9141-78fb-ad5b-26bd5da9b91a')", "total_latency_ms": 63.17, "db_insert_ms": 51.7, "redis_enqueue_ms": 61.0, "idempotency_set_ms": 63.2, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:34.551504Z"}
api-1  | {"correlation_id": "019d5c2f-90f0-7959-97f7-79ce52acd662", "event_id": "UUID('019d5c2f-9139-7d6b-9e13-a1e6dbb70865')", "total_latency_ms": 157.39, "db_insert_ms": 156.4, "redis_enqueue_ms": 156.9, "idempotency_set_ms": 157.4, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:34.612154Z"}
api-3  | {"correlation_id": "019d5c2f-ad3f-77a9-9b83-163571fa7e53", "event_id": "UUID('019d5c2f-ad43-7564-a1b1-d95c30d89450')", "total_latency_ms": 51.53, "redis_enqueue_ms": 50.9, "idempotency_set_ms": 51.5, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:41.717945Z"}
api-1  | {"correlation_id": "019d5c2f-910f-7834-9602-8fd68f054e05", "event_id": "UUID('019d5c2f-9158-7bde-8fe6-81dd7d6cb517')", "total_latency_ms": 132.03, "db_insert_ms": 126.0, "redis_enqueue_ms": 128.7, "idempotency_set_ms": 132.0, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:34.620980Z"}
api-3  | {"correlation_id": "019d5c2f-ad42-7bfe-8001-e4c0ac29ecf3", "event_id": "UUID('019d5c2f-ad4b-754d-9170-a48d6767518d')", "total_latency_ms": 52.03, "redis_enqueue_ms": 50.1, "idempotency_set_ms": 52.0, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:41.720994Z"}
api-1  | {"correlation_id": "019d5c2f-913a-73dd-a830-105637f61eeb", "event_id": "UUID('019d5c2f-919b-7c4d-b829-e4d35f75d223')", "total_latency_ms": 60.7, "db_insert_ms": 50.4, "redis_enqueue_ms": 58.5, "idempotency_set_ms": 60.7, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:34.633084Z"}
api-3  | {"correlation_id": "019d5c2f-ad49-766e-a6ae-974802cc07ba", "event_id": "UUID('019d5c2f-ad56-7d5a-a096-9719a24b7b84')", "total_latency_ms": 58.98, "db_insert_ms": 51.3, "redis_enqueue_ms": 54.2, "idempotency_set_ms": 59.0, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:41.736637Z"}
api-4  | {"correlation_id": "019d5c2f-7dd7-7ede-827b-ad299a531f28", "event_id": "UUID('019d5c2f-7deb-7247-937f-b888aa0ea7a9')", "total_latency_ms": 57.37, "redis_enqueue_ms": 51.9, "idempotency_set_ms": 57.4, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:29.595091Z"}
api-4  | {"correlation_id": "019d5c2f-7dd9-7692-82dc-d3dae7224f54", "event_id": "UUID('019d5c2f-7df5-74fb-9bc8-ed39b14bab0e')", "total_latency_ms": 54.59, "idempotency_set_ms": 54.6, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:29.596495Z"}
api-4  | {"correlation_id": "019d5c2f-7e01-7a59-af3b-13d3d24414cb", "event_id": "UUID('019d5c2f-7e11-728a-9ee3-3d9ddf9dc724')", "total_latency_ms": 51.33, "idempotency_set_ms": 51.3, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:29.630036Z"}
api-4  | {"correlation_id": "019d5c2f-7e0e-7729-8618-d974d0025647", "event_id": "UUID('019d5c2f-7e24-7e38-9c28-331c66143286')", "total_latency_ms": 59.26, "db_insert_ms": 52.4, "redis_enqueue_ms": 56.9, "idempotency_set_ms": 59.3, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:29.652031Z"}
api-4  | {"correlation_id": "019d5c2f-7eb5-78c7-9a20-1399ab80f9bf", "event_id": "UUID('019d5c2f-7ecc-77fe-b3b9-99015366e5a9')", "total_latency_ms": 50.14, "idempotency_set_ms": 50.1, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:29.815085Z"}
api-4  | {"correlation_id": "019d5c2f-7eb4-7795-bb28-37edfcd831dd", "event_id": "UUID('019d5c2f-7ed3-79a9-aacd-75adbf21986a')", "total_latency_ms": 65.91, "db_insert_ms": 62.3, "redis_enqueue_ms": 65.3, "idempotency_set_ms": 65.9, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:29.830018Z"}
api-4  | {"correlation_id": "019d5c2f-7eb8-7395-ada2-384155e6fa15", "event_id": "UUID('019d5c2f-7ed1-7da8-86ac-05821168d51a')", "total_latency_ms": 83.66, "db_insert_ms": 69.7, "redis_enqueue_ms": 76.6, "idempotency_set_ms": 83.7, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:29.849275Z"}
api-4  | {"correlation_id": "019d5c2f-7eda-739b-9fb4-4d3e5aa50d76", "event_id": "UUID('019d5c2f-7ef5-7359-8475-755bb69590eb')", "total_latency_ms": 56.43, "redis_enqueue_ms": 55.2, "idempotency_set_ms": 56.4, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:29.856313Z"}
api-4  | {"correlation_id": "019d5c2f-7ed6-758e-b535-92b80919dc0b", "event_id": "UUID('019d5c2f-7ef2-7470-a324-a20c6c105053')", "total_latency_ms": 64.87, "db_insert_ms": 51.0, "redis_enqueue_ms": 63.5, "idempotency_set_ms": 64.9, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:29.856756Z"}
api-4  | {"correlation_id": "019d5c2f-7ed5-7d65-ab14-4147c6d4a30f", "event_id": "UUID('019d5c2f-7ef3-7d72-8b75-dcd03af41e31')", "total_latency_ms": 66.66, "redis_enqueue_ms": 51.1, "idempotency_set_ms": 66.7, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:29.857515Z"}
api-4  | {"correlation_id": "019d5c2f-7ed7-7f8f-805a-c390f6f96aa0", "event_id": "UUID('019d5c2f-7ef1-719d-bd62-78e834f8cf87')", "total_latency_ms": 66.05, "idempotency_set_ms": 66.0, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:29.858768Z"}
api-4  | {"correlation_id": "019d5c2f-7edb-7b27-b44e-fc46fb4ca123", "event_id": "UUID('019d5c2f-7ef4-7c89-9d24-6343bd6e438f')", "total_latency_ms": 68.89, "redis_enqueue_ms": 55.0, "idempotency_set_ms": 68.9, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:29.870950Z"}
api-1  | {"correlation_id": "019d5c2f-91f3-7aa2-8364-883f5e590d06", "event_id": "UUID('019d5c2f-91fc-7c84-a784-78cdaa7d42d9')", "total_latency_ms": 75.71, "db_insert_ms": 71.4, "redis_enqueue_ms": 74.5, "idempotency_set_ms": 75.7, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:34.755630Z"}
api-3  | {"correlation_id": "019d5c2f-aedf-755e-96dc-dcefba1f8907", "event_id": "UUID('019d5c2f-aef6-7e10-9ff8-ecbbe35fa8ad')", "total_latency_ms": 58.15, "idempotency_set_ms": 58.1, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:42.151641Z"}
api-2  | {"correlation_id": "019d5c2f-8226-7786-bdf9-101429e5082e", "event_id": "UUID('019d5c2f-8236-7802-bb15-a9303cc3bb2a')", "total_latency_ms": 118.58, "db_insert_ms": 112.1, "redis_enqueue_ms": 115.7, "idempotency_set_ms": 118.6, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:30.755317Z"}
api-2  | {"correlation_id": "019d5c2f-825a-7ad0-88dc-7a64f70eb1b4", "event_id": "UUID('019d5c2f-8265-7625-8201-33a2531a3f65')", "total_latency_ms": 74.96, "db_insert_ms": 73.7, "redis_enqueue_ms": 74.5, "idempotency_set_ms": 75.0, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:30.762988Z"}
api-2  | {"correlation_id": "019d5c2f-8327-7918-9508-91f03f0c1deb", "event_id": "UUID('019d5c2f-8340-7948-a918-9e930bbce36a')", "total_latency_ms": 83.37, "db_insert_ms": 67.6, "redis_enqueue_ms": 69.0, "idempotency_set_ms": 83.4, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:30.972374Z"}
api-3  | {"correlation_id": "019d5c2f-aedd-7a9a-a717-0860620807d5", "event_id": "UUID('019d5c2f-aef8-729b-a644-3cdfe75425e4')", "total_latency_ms": 83.46, "db_insert_ms": 58.1, "redis_enqueue_ms": 65.8, "idempotency_set_ms": 83.5, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:42.171466Z"}
api-3  | {"correlation_id": "019d5c2f-aef5-7584-b593-3f3cfe2ad2e7", "event_id": "UUID('019d5c2f-af03-7838-b12a-438f00b19541')", "total_latency_ms": 66.63, "redis_enqueue_ms": 62.4, "idempotency_set_ms": 66.6, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:42.177220Z"}
api-3  | {"correlation_id": "019d5c2f-aefb-7b0e-81f0-5f47eec272b0", "event_id": "UUID('019d5c2f-af05-73cb-be99-db5d5ef44e0c')", "total_latency_ms": 63.8, "redis_enqueue_ms": 58.3, "idempotency_set_ms": 63.8, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:42.177853Z"}
api-3  | {"correlation_id": "019d5c2f-aefa-787c-a218-8cde643dff56", "event_id": "UUID('019d5c2f-af06-75f0-9a7a-f43b57c194a6')", "total_latency_ms": 80.18, "db_insert_ms": 59.1, "redis_enqueue_ms": 64.0, "idempotency_set_ms": 80.2, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:42.193089Z"}
api-3  | {"correlation_id": "019d5c2f-aef9-7855-bf2d-43d6accb2b54", "event_id": "UUID('019d5c2f-af04-7451-bfff-19eb4a1d4459')", "total_latency_ms": 83.95, "db_insert_ms": 62.4, "redis_enqueue_ms": 82.1, "idempotency_set_ms": 83.9, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:42.195662Z"}
api-3  | {"correlation_id": "019d5c2f-b46d-72f4-a4a7-a3c98be75717", "event_id": "UUID('019d5c2f-b497-723c-b080-500bc69635e4')", "total_latency_ms": 53.39, "idempotency_set_ms": 53.4, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:43.583257Z"}
api-3  | {"correlation_id": "019d5c2f-b46e-700a-8533-d75f3fe91505", "event_id": "UUID('019d5c2f-b496-7b40-a40b-b7cbdcd7c0a5')", "total_latency_ms": 53.16, "redis_enqueue_ms": 52.6, "idempotency_set_ms": 53.2, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:43.587036Z"}
api-3  | {"correlation_id": "019d5c2f-b474-7288-a4fb-83811dd0a5ea", "event_id": "UUID('019d5c2f-b498-70ae-b236-6a73bc1ceec1')", "total_latency_ms": 52.9, "idempotency_set_ms": 52.9, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:43.589569Z"}
api-1  | {"correlation_id": "019d5c2f-944c-760b-8689-4130905d83b7", "event_id": "UUID('019d5c2f-9459-7794-a827-6248e51719e1')", "total_latency_ms": 55.26, "db_insert_ms": 51.8, "redis_enqueue_ms": 53.9, "idempotency_set_ms": 55.2, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:35.335262Z"}
api-1  | {"correlation_id": "019d5c2f-9595-7db5-b56a-824fd26521c8", "event_id": "UUID('019d5c2f-959f-71b6-bbeb-9bfd305ef340')", "total_latency_ms": 50.62, "idempotency_set_ms": 50.6, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:35.659652Z"}
api-1  | {"correlation_id": "019d5c2f-96b3-7195-9946-54950d9d4012", "event_id": "UUID('019d5c2f-96c6-74ce-9471-a9facf87cc60')", "total_latency_ms": 63.89, "redis_enqueue_ms": 58.6, "idempotency_set_ms": 63.9, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:35.959279Z"}
api-4  | {"correlation_id": "019d5c2f-81eb-7e76-a732-ee277d4583a6", "event_id": "UUID('019d5c2f-81f6-7c4e-bf8a-48e9b1e62c5c')", "total_latency_ms": 61.06, "idempotency_set_ms": 61.1, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:30.639356Z"}
api-4  | {"correlation_id": "019d5c2f-823e-778e-b1bc-6eed49f9f408", "event_id": "UUID('019d5c2f-824f-72a9-8e9b-ba439e74d7a5')", "total_latency_ms": 50.68, "idempotency_set_ms": 50.7, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:30.706381Z"}
api-4  | {"correlation_id": "019d5c2f-8204-7c14-a1b1-32493412ea1f", "event_id": "UUID('019d5c2f-8232-71ec-9f34-9684141a4497')", "total_latency_ms": 96.78, "db_insert_ms": 93.2, "redis_enqueue_ms": 96.0, "idempotency_set_ms": 96.8, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:30.709390Z"}
api-3  | {"correlation_id": "019d5c2f-b90c-7792-a8a9-009bf9bac256", "event_id": "UUID('019d5c2f-b919-7984-ab81-d2610ba9bb8e')", "total_latency_ms": 78.42, "db_insert_ms": 69.6, "redis_enqueue_ms": 77.7, "idempotency_set_ms": 78.4, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:44.764896Z"}
api-1  | {"correlation_id": "019d5c2f-97c3-7b63-905b-0ca586eee439", "event_id": "UUID('019d5c2f-97d9-7470-a0b2-147d12dc8f53')", "total_latency_ms": 53.0, "db_insert_ms": 51.0, "redis_enqueue_ms": 52.0, "idempotency_set_ms": 53.0, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:36.235786Z"}
api-1  | {"correlation_id": "019d5c2f-9835-71f2-aac4-ceef25437088", "event_id": "UUID('019d5c2f-983a-7aa4-bff1-34633aae932c')", "total_latency_ms": 68.6, "db_insert_ms": 54.1, "redis_enqueue_ms": 56.1, "idempotency_set_ms": 68.6, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:36.346932Z"}
api-1  | {"correlation_id": "019d5c2f-9832-764c-a77a-310917a6ed77", "event_id": "UUID('019d5c2f-984b-7032-a5f6-eb66f272247d')", "total_latency_ms": 72.39, "db_insert_ms": 70.7, "redis_enqueue_ms": 71.3, "idempotency_set_ms": 72.4, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:36.352188Z"}
api-1  | {"correlation_id": "019d5c2f-9833-7393-9e6f-4b502ccc9d09", "event_id": "UUID('019d5c2f-984c-7b51-b87d-2ac0025db56c')", "total_latency_ms": 71.53, "db_insert_ms": 68.7, "redis_enqueue_ms": 69.5, "idempotency_set_ms": 71.5, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:36.355992Z"}
api-4  | {"correlation_id": "019d5c2f-831c-78f9-805b-e445a372bf3e", "event_id": "UUID('019d5c2f-8327-75bd-ae38-54c48af5e79a')", "total_latency_ms": 55.3, "redis_enqueue_ms": 52.4, "idempotency_set_ms": 55.3, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:30.940672Z"}
api-1  | {"correlation_id": "019d5c2f-98a8-7107-81c9-1397907b3400", "event_id": "UUID('019d5c2f-98bd-72f9-9f12-489ee27170e0')", "total_latency_ms": 50.76, "idempotency_set_ms": 50.8, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:36.457222Z"}
api-3  | {"correlation_id": "019d5c2f-bc64-74dc-a677-dd270416208f", "event_id": "UUID('019d5c2f-bc79-7229-b944-db171bccc0dc')", "total_latency_ms": 58.34, "redis_enqueue_ms": 55.4, "idempotency_set_ms": 58.3, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:45.614256Z"}
api-3  | {"correlation_id": "019d5c2f-bc7a-742c-be30-552377911e3e", "event_id": "UUID('019d5c2f-bc9b-7f06-8020-9e656d436e62')", "total_latency_ms": 55.26, "redis_enqueue_ms": 51.0, "idempotency_set_ms": 55.3, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:45.641489Z"}
api-3  | {"correlation_id": "019d5c2f-bc8b-731a-b7e5-5db724db7006", "event_id": "UUID('019d5c2f-bc9e-7d04-98e6-7fd2671fe283')", "total_latency_ms": 51.83, "idempotency_set_ms": 51.8, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:45.643533Z"}
api-2  | {"correlation_id": "019d5c2f-85a9-79a5-a709-a56dd68f0398", "event_id": "UUID('019d5c2f-85ad-7744-8a65-08e2a6b730da')", "total_latency_ms": 72.52, "db_insert_ms": 65.2, "redis_enqueue_ms": 70.3, "idempotency_set_ms": 72.5, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:31.605118Z"}
api-2  | {"correlation_id": "019d5c2f-85c3-75ef-927c-08d16e5c1b75", "event_id": "UUID('019d5c2f-85d4-751c-8c84-38b82176ac03')", "total_latency_ms": 72.24, "db_insert_ms": 67.0, "redis_enqueue_ms": 71.6, "idempotency_set_ms": 72.2, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:31.635024Z"}
api-2  | {"correlation_id": "019d5c2f-85b9-74cc-a08b-bd7475197fe5", "event_id": "UUID('019d5c2f-85df-706a-a5f8-2ed65b9a581b')", "total_latency_ms": 75.26, "db_insert_ms": 68.1, "redis_enqueue_ms": 72.8, "idempotency_set_ms": 75.3, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:31.640871Z"}
api-2  | {"correlation_id": "019d5c2f-85c6-7fb4-9a6a-22a7983bdc98", "event_id": "UUID('019d5c2f-85e6-7808-9bf8-c601aeab1dea')", "total_latency_ms": 71.43, "db_insert_ms": 65.2, "redis_enqueue_ms": 68.4, "idempotency_set_ms": 71.4, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:31.644374Z"}
api-2  | {"correlation_id": "019d5c2f-86da-7278-8dc2-d2185c5acdf2", "event_id": "UUID('019d5c2f-86f3-71c5-b2a2-a33b3faaeade')", "total_latency_ms": 53.19, "redis_enqueue_ms": 51.1, "idempotency_set_ms": 53.2, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:31.891674Z"}
api-2  | {"correlation_id": "019d5c2f-86e7-7cfe-b03c-c3a5877d1d4c", "event_id": "UUID('019d5c2f-86f5-7090-ab16-6142d7a1836e')", "total_latency_ms": 55.12, "idempotency_set_ms": 55.1, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:31.910586Z"}
api-1  | {"correlation_id": "019d5c2f-9a5e-7947-9aad-770a64d45f18", "event_id": "UUID('019d5c2f-9ab2-7670-b402-cf0aa6e4a90b')", "total_latency_ms": 99.74, "db_insert_ms": 82.9, "redis_enqueue_ms": 87.1, "idempotency_set_ms": 99.7, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:36.973634Z"}
api-1  | {"correlation_id": "019d5c2f-9adf-7bd8-8619-765dd1a0c78a", "event_id": "UUID('019d5c2f-9aef-7d77-93a4-57e3514707a6')", "total_latency_ms": 59.47, "idempotency_set_ms": 59.5, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:37.020302Z"}
api-3  | {"correlation_id": "019d5c2f-bdc6-70ba-9d6f-44a24ae98a11", "event_id": "UUID('019d5c2f-bde2-75b2-b264-63e6e1083239')", "total_latency_ms": 56.88, "redis_enqueue_ms": 50.3, "idempotency_set_ms": 56.9, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:45.971367Z"}
api-3  | {"correlation_id": "019d5c2f-bdc0-7160-ba68-2632cfd6651f", "event_id": "UUID('019d5c2f-bddc-7089-a8bf-a2015132c0b5')", "total_latency_ms": 64.17, "db_insert_ms": 54.3, "redis_enqueue_ms": 56.7, "idempotency_set_ms": 64.2, "event": "slow_request_steps", "level": "warning", "timestamp": "2026-04-05T05:48:45.971932Z"}
